id,name,type,desc,atk,def,level,attribute
63717421,Boot-Up Order - Gear Charge,Spell Card,"When this card is activated: You can target any number of ""Gadget"" Monster Cards you control that are equipped to a monster; Special Summon them. You can discard 1 card; add 1 ""Boot-Up Admiral - Destroyer Dynamo"" from your Deck to your hand. You can only use this effect of ""Boot-Up Order - Gear Charge"" once per turn. You can only activate 1 ""Boot-Up Order - Gear Charge"" per turn.",,,,SPELL
70147689,Ancient Gear Fortress,Spell Card,"During the turn they were Normal or Special Summoned, your opponent cannot target ""Ancient Gear"" monsters you control with card effects, and they cannot be destroyed by your opponent's card effects. Your opponent cannot activate cards or effects in response to the activation of ""Ancient Gear"" cards and effects. If this card is destroyed in the Spell & Trap Zone: You can Special Summon 1 ""Ancient Gear"" monster from your hand or Graveyard, also you cannot Special Summon monsters for the rest of this turn, except ""Ancient Gear"" monsters.",,,,SPELL
61845881,Minairuka,Effect Monster,"When a WATER monster's effect is activated (Quick Effect): You can Special Summon this card from your hand. You can banish 1 face-up Fish, Sea Serpent, or Aqua monster you control, then target 1 face-up card on the field; negate its effects until the end of your opponent's turn. You can only use each effect of ""Minairuka"" once per turn.",1500,500,4,WATER
53855410,Doppel Token,Token,"This card can be used as a ""Doppel Token"".


*If used for another Token, apply that Token's Type/Attribute/Level/ATK/DEF.",400,400,1,DARK
57902462,Divine Knight Ishzark,Effect Monster,"After damage calculation, when this card destroys a monster by battle: Banish that monster.",2300,1800,6,LIGHT
71519605,Oshaleon,Effect Monster,"While you control this face-up Attack Position card, your opponent cannot select a monster other than ""Oshaleon"" as an attack target. When this card is destroyed by battle and sent to the Graveyard, you can add 1 Reptile-Type monster with 500 or less ATK from your Deck to your hand.",1400,800,3,WATER
13676474,Grand Tiki Elder,Normal Monster,A masked monster that wields the most deadly of curses.,1500,800,4,DARK
1248895,Chain Destruction,Trap Card,When a monster(s) with 2000 or less ATK is Summoned: Target 1 of them,,,,TRAP
98986900,Thelematech Clatis,XYZ Monster,"2 Level 8 monsters
If this face-up card would be destroyed, you can detach 1 material from this card instead. Each time your opponent activates a card or effect, except Spell Cards and effects, place 1 Spell Counter on this card when that card/effect resolves (max. 9). You can remove 3 Spell Counters from this card; apply 1 of these effects. You can only use this effect of ""Thelematech Clatis"" once per turn.
● Add 1 Spell or 1 Spellcaster Effect Monster from your Deck to your hand.
● Special Summon 1 Spellcaster monster from your hand or Deck.",3000,900,8,DARK
24721709,Dwimmered Path,Spell Card,"Target 1 Spellcaster Effect Monster in your GY; add it to your hand. You can only activate 1 ""Dwimmered Path"" per turn.",,,,SPELL
23288411,"Mementoral Tecuhtlica, the Netherskull Dragon",Effect Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand or GY) by shuffling 5 other ""Memento"" monsters with different names from your hand and/or GY into the Deck or Extra Deck. If you control no other monsters, this card can attack all your opponent's monsters once each. Once per turn, if your opponent activates a card or effect (except during the Damage Step): You can Special Summon 1 ""Memento"" monster from your hand or GY.",5000,5000,11,EARTH
46502013,Pixie Ring,Trap Card,"While you control 2 or more face-up Attack Position monsters, your opponent cannot target your monster(s) with the lowest ATK for an attack.",,,,TRAP
81825063,General Wayne of the Ice Barrier,Effect Monster,"Spells and Traps sent from the field to your opponent's GY are banished instead. You can only use each of the following effects of ""General Wayne of the Ice Barrier"" once per turn. If your opponent controls a monster and you control an ""Ice Barrier"" monster: You can Special Summon this card from your hand. If this card is Normal or Special Summoned: You can add 1 ""Ice Barrier"" Spell/Trap from your Deck to your hand.",2100,400,5,WATER
49905576,"Meltiel, Sage of the Sky",Effect Monster,"Each time a Counter Trap Card is activated, immediately after it resolves, gain 1000 LP, and if you do, if ""The Sanctuary in the Sky"" is on the field, destroy 1 card your opponent controls.",1600,1200,4,LIGHT
38267552,"Morpheus, the Dream Mirror Black Knight",Effect Monster,"If this card is Special Summoned by the effect of a ""Dream Mirror"" monster: You can target 1 card on the field; destroy it. During the Main or Battle Phase, if ""Dream Mirror of Joy"" is in a Field Zone (Quick Effect): You can Tribute this card; Special Summon 1 ""Morpheus, the Dream Mirror White Knight"" from your Deck. You can only use each effect of ""Morpheus, the Dream Mirror Black Knight"" once per turn.",2800,1000,8,DARK
29477860,Spiral Discharge,Trap Card,"While ""Gaia the Dragon Champion"" is in your Monster Zone, your opponent's monsters can only target ""Gaia the Dragon Champion"" for attacks. When an attack is declared involving your ""Gaia the Dragon Champion"": You can target 1 card on the field; destroy it. You can only use this effect of ""Spiral Discharge"" once per turn.",,,,TRAP
60283232,Wheel Synchron,Tuner Monster,"If this card you control is used as Synchro Material, you can treat it as a non-Tuner. You can only use each of the following effects of ""Wheel Synchron"" once per turn. During your Main Phase, you can: Immediately after this effect resolves, Normal Summon 1 Level 4 or lower monster, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Synchro Monsters. You can banish this card from your GY, then target 1 Synchro Monster you control; reduce its Level by up to 4.",800,1000,5,LIGHT
76543119,Gimmick Puppet Des Troy,Effect Monster,"Once while face-up on the field: You can target 1 ""Gimmick Puppet"" monster on the field; destroy it. When this card is sent from the field to the GY: You can Special Summon 1 or 2 ""Gimmick Puppet"" monsters from your hand.",1200,2000,4,DARK
22819092,Fish Sonar,Spell Card,"Add 1 Level 7 or lower monster that is a WATER Normal Monster or specifically lists ""Umi"" in its text from your Deck to your hand, then, if ""Umi"" is on the field, you can Special Summon 1 WATER Normal Monster from your Deck. You can only activate 1 ""Fish Sonar"" per turn.",,,,SPELL
62098216,Evil★Twins Ki-sikil & Lil-la,Effect Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand or GY) by Tributing 2 Link Monsters. If this card is Special Summoned: You can activate this effect; if your opponent controls 3 or more cards, they must send cards to the GY so they control 2 cards. You can only use this effect of ""Evil★Twins Ki-sikil & Lil-la"" once per turn. While you have a ""Ki-sikil"" monster in your GY and you have a ""Lil-la"" monster in your GY, this card gains 2200 ATK/DEF.",2200,2200,8,DARK
86318356,Sogen,Spell Card,All Warrior and Beast-Warrior monsters on the field gain 200 ATK/DEF.,,,,SPELL
26593852,Ally of Justice Catastor,Synchro Monster,"1 Tuner + 1+ non-Tuner monsters
At the start of the Damage Step, if this card battles a face-up non-DARK monster: Destroy that monster.",2200,1200,5,DARK
4849037,Performance of Sword,Ritual Monster,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Commencement Dance"". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.",1950,1850,6,EARTH
64400161,"Fandora, the Flying Furtress",Spell Card,"During your Draw Phase, before you draw: You can give up your normal draw this turn, and if you do, add 1 monster ""Fur Hire"" from your Deck to your hand. If you control 5 or more monsters ""Fur Hire"" with different names: You can send this card from the Field Zone to the GY; destroy all cards your opponent controls, also, for the rest of this turn, your opponent takes no damage.",,,,SPELL
88901771,Skilled Blue Magician,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves (max. 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 ""Gaia The Fierce Knight"" monster from your hand, Deck, or Graveyard. You can banish this card from your Graveyard, then target 1 card you control that you can place a Spell Counter on; place 1 Spell Counter on it.",1800,1800,4,LIGHT
97518132,Naelshaddoll Ariel,Flip Effect Monster,"FLIP: You can target 1 of your banished ""Shaddoll"" monsters; Special Summon it in face-up or face-down Defense Position.
If this card is sent to the GY by a card effect: You can target up to 3 cards in the GY(s); banish them. You can only use 1 ""Naelshaddoll Ariel"" effect per turn, and only once that turn.",1000,1800,4,WATER
29876529,Darklight,Trap Card,Tribute 1 DARK monster with 1500 or more ATK,,,,TRAP
84905691,Naturia Horneedle,Effect Monster,"When your opponent Special Summons a monster, you can Tribute 1 face-up ""Naturia"" monster you control, except this card, to destroy the Special Summoned monster.",1800,100,4,EARTH
61156777,BOXer,Effect Monster,"When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can place 1 counter on this card. You can send this card with 2 or more counters to the Graveyard; Special Summon 1 EARTH monster from your Deck. If this card would be destroyed by battle or card effect, you can remove 1 counter from this card instead.",1800,1000,4,EARTH
88124568,SPYRAL Double Agent,Effect Monster,"If you have a ""SPYRAL"" card on your field or in your GY: You can Special Summon this card from your hand to your opponent's field in Defense Position (but it cannot be Tributed, nor be used as material for a Fusion, Synchro, Xyz, or Link Summon), then both players reveal the top card of their Deck. You can only use this effect of ""SPYRAL Double Agent"" once per turn. All ""SPYRAL"" monsters on the field gain 500 ATK, also ""SPYRAL Super Agent"" on the field can attack directly.",1400,600,4,LIGHT
5008836,"Exodia, the Legendary Defender",Effect Monster,"Cannot be Special Summoned. You can Tribute 5 monsters to Tribute Summon (but not Set) this card. This card's ATK/DEF become the combined original ATK/DEF of the Tributed monsters. If this card Summoned this way destroys a DARK Fiend monster owned by your opponent, you win the Duel at the end of the Damage Step.",0,0,10,DARK
89474727,Stardust Chronicle Spark Dragon,Synchro Monster,"1 Tuner Synchro Monster + 1+ non-Tuner Synchro Monsters
Must be Synchro Summoned. Once per turn (Quick Effect): You can banish 1 Synchro Monster from your GY; this card is unaffected by other cards' effects for the rest of this turn. If this card in its owner's possession is destroyed by an opponent's card (by battle or card effect): You can target 1 of your banished Dragon Synchro Monsters; Special Summon it.",3000,2500,10,LIGHT
99785935,Alpha The Magnet Warrior,Normal Monster,"''Alpha, Beta, and Gamma meld as one to form a powerful monster.''",1400,1700,4,EARTH
21830679,Clock Wyvern,Effect Monster,"If this card is Normal or Special Summoned: You can halve this card's ATK, and if you do, Special Summon 1 ""Clock Token"" (Cyberse/WIND/Level 1/ATK 0/DEF 0). You can only use this effect of ""Clock Wyvern"" once per turn.",1800,1000,4,WIND
88757791,Dharma-Eye Magician,Pendulum Effect Monster,"[ Pendulum Effect ] 
Once per turn: You can reveal 1 Pendulum Monster in your hand, then target 1 ""Magician"" card in your Pendulum Zone; that target's Pendulum Scale becomes the same as the revealed Pendulum Monster's, until the end of this turn (even if this card leaves the field).
[ Monster Effect ] 
While this Pendulum Summoned card is on the field, ""Magician"" Pendulum Monsters you control cannot be destroyed by your opponent's card effects during the turn this card was Pendulum Summoned.",2000,2500,7,LIGHT
58192742,Petit Moth,Normal Monster,This small but deadly creature is better off avoided.,300,200,1,EARTH
76830505,Infinitrack Brutal Dozer,Effect Monster,"You can Tribute 1 EARTH Machine monster; Special Summon this card from your hand in Defense Position. If this card is Special Summoned from the hand, you can: Special Summon 1 ""Infinitrack"" monster from your Deck in Defense Position, except ""Infinitrack Brutal Dozer"", but negate its effects, also you cannot Special Summon monsters for the rest of this turn, except EARTH Machine monsters. You can only use each effect of ""Infinitrack Brutal Dozer"" once per turn.",1900,2100,5,EARTH
68829754,Eldlixir of Black Awakening,Spell Card,"Special Summon 1 Zombie monster from your hand or Deck in Defense Position, but if you control no ""Eldlich"" monsters, you can only Special Summon ""Eldlich"" monsters with this effect. For the rest of this turn after this card resolves, you cannot Special Summon monsters, except Zombie monsters. You can banish this card from your GY; Set 1 ""Golden Land"" Spell/Trap directly from your Deck. You can only use 1 ""Eldlixir of Black Awakening"" effect per turn, and only once that turn.",,,,SPELL
69937550,Crystal Beast Amber Mammoth,Effect Monster,"When another face-up ""Crystal Beast"" monster you control is targeted for an attack: You can make this card the attack target instead. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the Graveyard.",1700,1600,4,EARTH
87497553,Crusadia Testament,Spell Card,"Activate 1 of these effects.
● Your opponent cannot activate cards or effects in response to the activation of your ""Crusadia"" monster effects this turn.
● After damage calculation, if your ""Crusadia"" Link Monster destroys an opponent's monster by battle: Draw cards equal to your monster's Link Rating.
You can only activate 1 ""Crusadia Testament"" per turn.",,,,SPELL
10178757,R-Genex Oracle,Tuner Monster,"If this card is added from your Deck to your hand by the effect of a ""Genex"" monster, you can Special Summon this card. This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a ""Genex"" monster.",300,300,1,DARK
58655504,Gnomaterial,Effect Monster,"If your opponent Special Summons a monster(s) while you control no cards: You can discard this card, then target 1 face-up monster your opponent controls; this turn, that monster cannot be Tributed, or used as material for a Fusion, Synchro, Xyz, or Link Summon. You can only use this effect of ""Gnomaterial"" once per turn.",0,1000,1,EARTH
91135480,Time Thief Double Barrel,XYZ Monster,"2 Level 4 monsters
When your opponent activates a card or effect: You can detach up to 3 different types of materials from this card (Monster, Spell, and Trap), then apply the following effect(s) depending on what was detached, in sequence. ● Monster: This card gains 400 ATK. ● Spell: Take control of 1 face-up monster your opponent controls until the End Phase, but it cannot declare an attack nor activate its effects this turn. ● Trap: Negate the effects of 1 Effect Monster on the field until the end of this turn.
You can only use this effect of ""Time Thief Double Barrel"" once per turn.",2200,2200,4,DARK
25845518,Dragunity Glow,Spell Card,"Add 1 Level 5 or higher ""Dragunity"" monster from your Deck or GY to your hand. You can banish this card from your GY, then target 1 Monster Card in your Spell & Trap Zone equipped to a ""Dragunity"" monster; Special Summon it in Defense Position. You can only use each effect of ""Dragunity Glow"" once per turn.",,,,SPELL
24393683,Gunkan Suship Daily Special,Trap Card,"(When you activate this card, you can also reveal 1 ""Gunkan Suship Shari"" in your hand.) Reveal 3 ""Gunkan"" monsters from your Deck, your opponent chooses 1 of them for you to add to your hand, also shuffle the rest into your Deck. If you revealed ""Gunkan Suship Shari"" in your hand at activation, you can choose the card to add to your hand, instead of your opponent choosing. If this card is in your GY, except the turn it was sent there: You can banish this card, then target 3 ""Gunkan"" monsters in your GY; shuffle them into the Deck, then draw 1 card.",,,,TRAP
70074904,D.D. Assailant,Effect Monster,"After damage calculation, when this card is destroyed by battle with an opponent's monster: Banish that monster, also banish this card.",1700,1600,4,EARTH
75198893,Scanner,Effect Monster,"Once per turn, you can select 1 of your opponent's monsters that is removed from play. Until the End Phase, this card's name is treated as the selected monster's name, and this card has the same Attribute, Level, ATK, and DEF as the selected monster. If this card is removed from the field while this effect is applied, remove it from play.",0,0,1,LIGHT
32768230,Cyber Eternal,Spell Card,"Target 1 Machine ""Cyber"" Fusion Monster in your GY; return it to the Extra Deck or Special Summon it, ignoring its Summoning conditions. If a Machine ""Cyber"" Fusion Monster(s) you control would be destroyed by battle or card effect, you can banish this card from your GY instead. You can only use each effect of ""Cyber Eternal"" once per turn.",,,,SPELL
68722455,Red Ogre,Effect Monster,"When this card is Normal Summoned: You can send any number of cards from your hand to the Graveyard, then target the same number of cards on the field; return those targets to the hand.",2800,2100,7,EARTH
38229962,Giant Beetrooper Invincible Atlas,Link Monster,"2+ Insect monsters
While this Link Summoned card has 3000 or less ATK, your opponent cannot target this card with card effects, also it cannot be destroyed by your opponent's card effects. You cannot Special Summon monsters, except Insect monsters. You can Tribute 1 Insect monster, then activate 1 of these effects;
● Special Summon 1 ""Beetrooper"" monster from your Deck.
● This card gains 2000 ATK until the end of this turn.
You can only use this effect of ""Giant Beetrooper Invincible Atlas"" once per turn.",3000,,,EARTH
15335853,Mecha Phantom Beast Sabre Hawk,Effect Monster,"This card cannot attack your opponent directly. If you have a monster in your Graveyard that is not a ""Mecha Phantom Beast"" monster, this card cannot attack. This card's Level is increased by the total Levels of all ""Mecha Phantom Beast Tokens"" you control. While you control a Token, this card cannot be destroyed by battle or card effects. Once per turn: You can Tribute 1 Token, then target 1 card in either player's Graveyard; banish that target.",2100,100,4,WIND
89739383,Spellbook of Secrets,Spell Card,"Add 1 ""Spellbook"" card from your Deck to your hand, except ""Spellbook of Secrets"". You can only activate 1 ""Spellbook of Secrets"" per turn.",,,,SPELL
72930878,Black Sonic,Trap Card,"When an opponent's monster declares an attack on a ""Blackwing"" monster you control: Banish all face-up Attack Position monsters your opponent controls. If you control exactly 3 ""Blackwing"" monsters (and no other monsters), you can activate this card from your hand.",,,,TRAP
23421244,Reborn Zombie,Effect Monster,"While you have no cards in your hand and this card is in Attack Position, it cannot be destroyed by battle.",1000,1600,4,DARK
93108433,Monster Recovery,Spell Card,"Target 1 monster you control that is owned by you; if that monster is still on the field, shuffle it and your entire hand into the Deck, also, after that, draw cards equal to the number of cards you shuffled from your hand into the Deck by this effect. (You cannot activate this card if you have a card in your hand that is owned by your opponent.)",,,,SPELL
60832978,Double Resonator,Tuner Monster,"If this card is Normal or Special Summoned: You can target 1 face-up monster on the field; that target is treated as a Tuner this turn. You can banish this card from your GY, then target 1 Fiend monster you control; that Fiend monster is treated as a Tuner this turn. You can only use this effect of ""Double Resonator"" once per turn.",0,0,1,FIRE
17266660,Herald of Orange Light,Tuner Monster,"When your opponent activates a monster effect (Quick Effect): You can send this card and 1 other Fairy monster from your hand to the GY; negate the activation, and if you do, destroy it.",300,500,2,LIGHT
98263709,Galaxy Mirror Sage,Flip Effect Monster,"FLIP: You gain 500 LP for each ""Galaxy"" monster in your Graveyard.
When this card is destroyed and sent from the field to the Graveyard after being flipped face-up: You can Special Summon 1 Level 4 or lower ""Galaxy"" monster from your Deck or Graveyard in face-down Defense Position. Banish it when it leaves the field.",0,800,3,LIGHT
91499077,Gagaga Samurai,XYZ Monster,"2 Level 4 monsters
Once per turn: You can detach 1 material from this card, then target 1 ""Gagaga"" monster you control; it can make a second attack during each Battle Phase this turn. When another monster you control is targeted for an attack while this card is in Attack Position: You can change this card to face-up Defense Position, and if you do, change the attack target to this card and perform damage calculation.",1900,1600,4,EARTH
84404797,Redeemable Jar,Trap Card,"You can banish 1 Trap from your GY; add from your GY to your hand, 1 Trap with a different original name from that banished card. You can only use this effect of ""Redeemable Jar"" once per turn.",,,,TRAP
90876561,Jack's Knight,Normal Monster,"A strong master swordsman. His loyalty is to justice, his duty to protect the weak.",1900,1000,5,LIGHT
76224717,Advance Zone,Spell Card,"Once per turn, during the End Phase of any turn in which you Tribute Summoned a monster(s): You can apply these effects, in sequence, based on the number of monsters you Tributed for Tribute Summons this turn.
● 1 or more: Destroy 1 Set card your opponent controls.
● 2 or more: Draw 1 card.
● 3 or more: Add 1 monster from your Graveyard to your hand.",,,,SPELL
69436288,Doom Kraken,Effect Monster,"If ""Umi"" is on the field (Quick Effect): You can target 1 WATER monster you control, except ""Doom Kraken"", and 1 monster your opponent controls; Special Summon this card from your hand, and if you do, return your targeted monster to the hand, and if you do that, destroy that opponent's monster. When an opponent's monster declares an attack: You can return this card to the hand, and if you do, negate that attack. You can only use each effect of ""Doom Kraken"" once per turn.",1400,1600,4,WATER
59843383,Shiranui Sunsaga,Synchro Monster,"1 Zombie Tuner + 1+ non-Tuner Zombie monsters
If this card is Special Summoned: You can return any number of your Zombie Synchro Monsters, that are banished or are in your GY, to the Extra Deck, then you can destroy cards your opponent controls, equal to the number of cards returned. If a Zombie monster(s) you control would be destroyed by battle or card effect, you can banish 1 ""Shiranui"" monster from your GY instead. You can only Special Summon ""Shiranui Sunsaga(s)"" once per turn.",3500,0,10,FIRE
16172067,Tyrant Red Dragon Archfiend,Synchro Monster,"2 Tuners + 1 or more non-Tuner monsters
Must be Synchro Summoned, and cannot be Special Summoned by other ways. You can only use each of these effects of ""Tyrant Red Dragon Archfiend"" once per turn.
● During your Main Phase 1: You can destroy all other cards on the field, also, for the rest of this turn, other monsters you control cannot attack.
● During either player's Battle Phase, when a Spell/Trap Card is activated: You can negate the activation, and if you do, destroy that card, and if you do that, this card gains 500 ATK.",3500,3000,10,DARK
2407234,Number 69: Heraldry Crest,XYZ Monster,"3 Level 4 monsters
When this card is Special Summoned: Negate the effects of all other face-up Xyz Monsters currently on the field. You can target 1 other face-up Xyz Monster on the field; until the End Phase, this card's name and original effect become the same as that monster. You can only use this effect of ""Number 69: Heraldry Crest"" once per turn.",2600,1400,4,LIGHT
71549257,Heroic Challenger - Knuckle Sword,Effect Monster,"If you control a ""Heroic"" monster, except a Level 1 monster: You can Special Summon this card from your hand. If this card is Normal or Special Summoned: You can target 1 other Warrior monster you control with a Level; the Level of that monster or this card becomes the Level of the other, also you cannot declare an attack for the rest of this turn, except with Xyz Monsters. You can only use each effect of ""Heroic Challenger - Knuckle Sword"" once per turn.",600,200,1,EARTH
10979723,Amazoness Tiger,Effect Monster,"You can only control 1 ""Amazoness Tiger"". This card gains 400 ATK for each ""Amazoness"" monster you control. Your opponent cannot attack any face-up ""Amazoness"" monsters, except this one.",1100,1500,4,EARTH
1683982,Viper's Grudge,Trap Card,"Your non-Reptile monsters cannot attack or activate their effects. You can only use each of the following effects of ""Viper's Grudge"" once per turn. If a face-up Reptile monster(s) you control is destroyed by battle or sent to the GY: You can Special Summon 1 Level 4 or lower Reptile monster from your Deck. If this card in the Spell & Trap Zone is destroyed: You can return all your banished Reptile monsters to the GY.",,,,TRAP
46984349,Dwimmered Glimmer,Trap Card,"Activate this card by banishing 1 face-up monster you control or 1 monster in your GY; Special Summon this card as a Normal Monster (Spellcaster/LIGHT/ATK 0/DEF 0) with the same Level as that banished monster. (This card is also still a Trap.) You can only activate 1 ""Dwimmered Glimmer"" per turn.",,,,TRAP
76589546,Overflow Dragon,Effect Monster,"When a monster(s) on the field is destroyed by card effect (except during the Damage Step): You can Special Summon this card from your hand, then, if 2 or more monsters on the field were destroyed by that card effect, you can Special Summon 1 ""Overflow Token"" (Dragon/DARK/Level 1/ATK 0/DEF 0). You can only use this effect of ""Overflow Dragon"" once per turn.",0,0,1,DARK
300202006,Pal-O'Mine-zation!,Skill Card,"[Flip this card over when you activate this Skill.] 

During your turn, you may reveal 1 Normal Monster in your hand. This turn, that Monster can substitute for any 1 Fusion Material. If you do, the other Fusion Material(s) must be the correct one(s). 
This Skill can only be used once per Duel.",,,,
77036039,Assault Mercenary,Effect Monster,"Once per turn, you can return 1 ""Assault Mode Activate"" from your hand or Graveyard to the Deck to destroy 1 Spell or Trap Card your opponent controls.",1800,300,4,EARTH
42921475,Fairy Tail - Sleeper,Flip Effect Monster,"FLIP: You can Special Summon 1 monster from your hand.
When your opponent activates a Normal Spell/Trap Card (Quick Effect): You can Tribute 1 other monster; the activated effect becomes ""Change 1 face-up monster your opponent controls to face-down Defense Position"". You can only use this effect of ""Fairy Tail - Sleeper"" once per turn.",1850,1000,4,LIGHT
22959079,Dimensionhole,Spell Card,"Select 1 monster on your side of the field and remove it from play until your next Standby Phase. While the monster is removed from play, the Monster Card Zone of the selected monster cannot be used.",,,,SPELL
4611269,Lion Alligator,Effect Monster,"While you control a Reptile-Type monster (other than this card), if a Reptile-Type monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent.",1900,200,4,WATER
28565527,Golden Dragon Summoner,Effect Monster,"You can Tribute 1 monster, then target 1 monster on the field; return it to the hand. You can only use this effect of ""Golden Dragon Summoner"" once per turn.",1000,1000,4,LIGHT
82977464,S-Force Specimen,Trap Card,"If your opponent controls a monster: Target 1 of your ""S-Force"" monsters that is banished or in your GY; Special Summon it to your field in the same column as an opponent's monster. You can banish this card from your GY, then target 1 ""S-Force"" monster you control; move that target to another of your Main Monster Zones. You can only use 1 ""S-Force Specimen"" effect per turn, and only once that turn.",,,,TRAP
36629203,Ally of Justice Core Destroyer,Effect Monster,"At the start of the Damage Step, if this card battles a LIGHT monster: Destroy that monster.",1200,200,3,DARK
16556849,Freed the Brave Wanderer,Effect Monster,Once per turn: You can banish 2 LIGHT monsters from your Graveyard to target 1 face-up monster on the field with higher ATK than this face-up card,1700,1200,4,LIGHT
13478040,Rodenut,Effect Monster,"Each time your opponent Special Summons a monster(s), place 1 Nut Counter on this card. You can remove 1 Nut Counter from this card to target 1 monster your opponent controls; destroy that target.",100,100,1,EARTH
73628505,Terraforming,Spell Card,Add 1 Field Spell from your Deck to your hand.,,,,SPELL
6494106,Evil Eye Defeat,Trap Card,"If you control an ""Evil Eye"" monster: Target 1 monster on the field, or up to 2 instead if ""Evil Eye of Selene"" is in your Spell & Trap Zone; return them to the hand. You can only activate 1 ""Evil Eye Defeat"" per turn.",,,,TRAP
57272170,Evigishki Soul Ogre,Ritual Effect Monster,"You can Ritual Summon this card with any ""Gishki"" Ritual Spell Card. Once per turn: You can discard 1 ""Gishki"" monster to target 1 face-up card your opponent controls; shuffle that target into the Deck.",2800,2800,8,WATER
33750856,Code Hack,Trap Card,"Cyberse Link Monsters you control cannot be destroyed by your opponent's card effects. Once per turn, during the Battle Step, if your monster battles an opponent's monster: You can change that opponent's monster's ATK to 0 (until the end of this turn), and if you do, neither monster can be destroyed by that battle, also neither player takes battle damage from that battle. When your opponent activates a card or effect during the Damage Step while your ""Code Talker"" monster is attacking: You can banish this card from your GY; negate the activation, and if you do, the attacking monster gains 700 ATK.",,,,TRAP
51097887,Tri-Brigade Airborne Assault,Spell Card,"Target 1 Beast, Beast-Warrior, or Winged Beast monster you control; Special Summon 1 Beast, Beast-Warrior, or Winged Beast monster from your Deck, in Defense Position, with a different Type and with ATK less than or equal to that monster, but its effects are negated until the end of this turn, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Link Monsters. You can only activate 1 ""Tri-Brigade Airborne Assault"" per turn.",,,,SPELL
1118137,Power of the Guardians,Spell Card,"If an attack is declared involving the equipped monster: Place 1 Spell Counter on this card. The equipped monster gains 500 ATK/DEF for each Spell Counter on this card. If the equipped monster would be destroyed by battle or card effect, you can remove 1 Spell Counter from your field, instead.",,,,SPELL
28340377,Court of Cards,Trap Card,"If you control no monsters, or only control ""Queen's Knight"", ""King's Knight"", and/or ""Jack's Knight"": You can Special Summon 1 ""Queen's Knight"", ""King's Knight"", or ""Jack's Knight"" from your hand or GY. You can banish up to 1 each ""Queen's Knight"", ""King's Knight"", and/or ""Jack's Knight"" from your hand and/or GY; draw the same number of cards you banished. You can only use 1 ""Court of Cards"" effect per turn, and only once that turn.",,,,TRAP
77135531,Vanguard of the Dragon,Effect Monster,You can send 1 Dragon-Type monster from your hand to the Graveyard,1700,1300,4,EARTH
14258627,Gaia Plate the Earth Giant,Effect Monster,"You can Special Summon this card by removing from play any 2 Rock-Type monsters in your Graveyard. During your Standby Phase, remove from play 1 Rock-Type monster in your Graveyard, or send this card to the Graveyard. Halve the ATK and DEF of any monster that battles with this card.",2800,1000,8,EARTH
14094090,Super Soldier Ritual,Spell Card,"This card can be used to Ritual Summon any ""Black Luster Soldier"" Ritual Monster. You must also Tribute monsters from your hand or field whose total Levels exactly equal 8. During your Main Phase, except the turn this card was sent to the Graveyard: You can banish this card, 1 LIGHT monster, and 1 DARK monster from your Graveyard; Special Summon 1 ""Black Luster Soldier"" Ritual Monster from your hand, ignoring its Summoning conditions. You can only use this effect of ""Super Soldier Ritual"" once per turn.",,,,SPELL
12580477,Raigeki,Spell Card,Destroy all monsters your opponent controls.,,,,SPELL
73079365,Gust,Trap Card,You can activate this card when 1 or more of your Spell Cards are destroyed and sent from the field to the Graveyard by a card effect your opponent controls. Destroy 1 Spell or Trap Card on the field.,,,,TRAP
85862791,Fighting Dirty,Trap Card,"If a card(s) you control and a card(s) your opponent controls are destroyed by battle or card effect at the same time: Each player draws 2 cards. You can only activate 1 ""Fighting Dirty"" per turn.",,,,TRAP
61884774,Yosenju Oroshi Channeling,Spell Card,"If you control no monsters: Activate 1 of the following effects; also for the rest of this turn after this card resolves, you cannot Special Summon monsters, except ""Yosenju"" monsters.
● Add 1 Level 5 or higher ""Yosenju"" monster from your Deck to your hand.
● Place 1 ""Yosenju Shinchu L"" and 1 ""Yosenju Shinchu R"" from your Deck in your Pendulum Zones, but destroy them during your opponent's next End Phase.",,,,SPELL
82108372,Mudora,Effect Monster,This card gains 200 ATK for each Fairy-Type monster in your Graveyard.,1500,1800,4,EARTH
52035300,The Immortal Bushi,Effect Monster,"While this card is face-up on the field, it cannot be Tributed, except for the Tribute Summon of a Warrior-Type monster. During your Standby Phase, if this card is in your Graveyard and all the monsters in your Graveyard are Warrior-Type: You can Special Summon this card. You must also control no monsters to activate and to resolve this effect.",1200,600,3,DARK
